text,sentiment,brand
Cukup nyaman.. tukang parkirnya juga sangat2 friendly,positive,Starbucks
Nice place...good coffee,positive,Starbucks
Tempatnya nyaman,positive,Starbucks
Smgat burk,negative,Starbucks
Terrible customer experience.,negative,Starbucks
Perasaan sudah dari tahun 2023 kesini. wifinya gapernah jalan,positive,Starbucks
Toiletnya rusak..bau tak sedap di lobby belakang,negative,Starbucks
Nice place and yummy coffee,positive,Starbucks
Pelayanan sinis atas nama g____a rama. Cuma tanya menu breakfast saja jawabnya sinis dengan muka yang nyebelin. Lgsg ganti order ke cold brew,negative,Starbucks
Nice place n ambience,positive,Starbucks
My fave place for work..,positive,Starbucks
Great place,positive,Starbucks
This Starbucks is pretty big one place for hanging out with friends,positive,Starbucks
Good place with good people teh benerrr..ngopi syantik sambil belanja the best,positive,Starbucks
Starbucks in Indonesia makes me happy. Starbucks in Bandung is the best thing!,positive,Starbucks
Perfect place for a drink after visit the museum,positive,Starbucks
Mewwahh,positive,Starbucks
Pelayanannya super ramah dan cepet. Nuker reward yang complimentary beverage tidak dibeda-bedakan sama yang lain + kasirnya Inget namaku pas nuker ke 2 kalinya __,positive,Starbucks
Resto sampah..kalau tidak mau ada driver online..jangan jualan online boss,negative,Starbucks
Tidak melayani pembeli dengan ramah,negative,Starbucks
Starbucks cabang yang @PVJbandung kenapa tisue harus minta di counter ke petugas nya. Dan kenapa karyawan shift sore saat hari ini tidak bisa bahasa inggis sedikit pun. Mohon maaf yaa harus bilang seperti ini.,negative,Starbucks
TOP,positive,Starbucks
Beli cappucino rasa nya kaya kopi sachet,negative,Starbucks
Well it Starbucks.,positive,Starbucks
Saya driver saya dapet orderan di starbuck saya sudah jauh jauh di cancel sama resto nya tidak tau alasan nya apa mana hujan saran kalau mau cancel minimal langsung atau hubungi driver dulu terus kalau belum siap melayani orderan gofood tolong di ttup aplikasi nya soalnya merugikan driver jauh jauh le resto pas sudah mau sampai di cancel resto terimakasih jika ada tanggapan saya naikan bintangnya,negative,Starbucks
Setidaknya ada orang yang kusus untuk pesanan yang online gojek grab sudah hampir 1jam belum juga di proses 20 orang ngantri Krn konsumen yang di layani DTG ke tempat di utamakan dlu sdgkn yang online ngantri GK ad ke pastian pdhl bkn makanan in hanya kopi' St botol kemasan Starbucks konsumen yang online ngeluhnya ke drever bkn pada resto nya kita kerja bkn mau nunggu lama antrian panjang dan se harus Nya ad perbaikan di penjualan online St kasir kurang gesit byk nunggu 2 perkerja sedikit 3 masih bingung tingkat kerja nya proses lama mohon di benah LG tuk menejemennya sebagai komando time,negative,Starbucks
Jelek,negative,Starbucks
Good place n nice,positive,Starbucks
Kasirnya jutek sekali!! Minuman tidak sesuai request. Bad experience______,negative,Starbucks
Yang bikin nya yang LG trening parah sekali,negative,Starbucks
BIG NO,negative,Starbucks
Service kurang baik.Harus ada penambahan karyawan lagi.Jangan sampai membuat customer menunggu pesanan lama.,negative,Starbucks
Resto sampah..kalau tidak mau ada driver online..jangan jualan online boss,negative,Starbucks
Baru jam 8.45 sudah tutup,negative,Starbucks
SEKELAS SBUCKS MINIM COLOKAN?! ARE U SERIOUS!? ____,negative,Starbucks
Pelayanannya super lelet ...,negative,Starbucks
Nice place for dating __,positive,Starbucks
Mahal,negative,Starbucks
Barista + kasir tgl 29-12-2024 benar benar ya gabangetttt seumur2 pesen less ice gapernah dikasih sesedikit ini di starbucks manapun!!!,negative,Starbucks
Tetapi wifi nya bersandi,positive,Starbucks
The service was bad. The waitress asked for aditional cost for oatmilk for the menu Ice Brown Sugar Oat Milk Shaken Espresso.,negative,Starbucks
Pertama kali ke sini tpnya okey nuansa jadul gedung lama terasa sekali tetapi sayang hari ini tidak ada musiknya __,positive,Starbucks
Barista + kasir tgl 29-12-2024 benar benar ya gabangetttt seumur2 pesen less ice gapernah dikasih sesedikit ini di starbucks manapun!!!,negative,Starbucks
Baik lah,positive,Starbucks
Saya sebagai driver Shopee sangat kecewa menu tidak ada aplikasi nya d buka sangat merugikan driver dah jauh jauh saya datang menunya tidak ada tidak menghargai driver dah jauh jauh datang jd satu ya terpaksa d cancel sama pihak resto,negative,Starbucks
Kopinya enak tetapi harganya mahal...,positive,Starbucks
Pelayanan nya tidak ramah. makanan sama minuman nya biasa saja.,negative,Starbucks
Lama menunggu dan tidak adil dalam pelayanan,negative,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
Tempatnya lumayan ya,positive,Starbucks
Orderan di lewat terus,negative,Starbucks
Pelayanan kak dewi (cashier) jutek sekali. Sedih !,negative,Starbucks
Good coffe good ambience,positive,Starbucks
Hari jumat 20 des say order take away tpi barangnya ada yang kurang .mohon ketelitiannya,negative,Starbucks
Tidak melayani pembeli dengan ramah,negative,Starbucks
Cozy,positive,Starbucks
Pelayan atau barista so kece itu ngasih minuman di gebrek di meja__ tolong di training lagi y cowo shift sore atau malem jam 20:07 hari minggu sbx pvj (tertawa) LoL,negative,Starbucks
Menyenangkan juga ini...akhirnya di cimahi ada starbucks....en tempat nya cukup menyenangkan...outdoor nya juga nyaman... Jd ada tempat nongki enak,positive,Starbucks
The waiter used paper cup to my coffee instead of class to avoid washing inspiate I requsted class cup,negative,Starbucks
Pelayanan lama,negative,Starbucks
Vibes nya sangat starbucks. Setelah bertahun tahun harus ke Bandung......,positive,Starbucks
Mau ke mall tetapi belum buka..melipir dulu ke starbucks nyari yang seger2,positive,Starbucks
Rude barista.,negative,Starbucks
Kasirnya jutek sekali!!! Harusnya bisa ramah ke pelanggan,negative,Starbucks
Kok gini yah pelayanan star buck. Saya minta Refill air panas untuk teh yang saya sudah beli. Pelayan nya bilang enggak boleh Saya mau beli lagi teh tetapi jangan di seduh TIDAK BOLEH KATANYA,negative,Starbucks
Alternative buat yang tidak bisa masuk tsm __,positive,Starbucks
Perfect,positive,Starbucks
Mantaap Cimahi Rollfilmnya_lik,positive,Starbucks
Pulang dari kerja di hutan.. Starbucks adalah salah satu obat rindu____,positive,Starbucks
Starbucks cabang yang @PVJbandung kenapa tisue harus minta di counter ke petugas nya. Dan kenapa karyawan shift sore saat hari ini tidak bisa bahasa inggis sedikit pun. Mohon maaf yaa harus bilang seperti ini.,negative,Starbucks
Nunggu lama,negative,Starbucks
This branch is quite small but convenient for a little rest before or after shopping at the Ace Hardware and Informa,positive,Starbucks
Tempat wajib istri mampir kalau pas lewat,positive,Starbucks
Haram fatwa MUI,negative,Starbucks
Mahal,negative,Starbucks
Kasirnya jutek sekali!!! Harusnya bisa ramah ke pelanggan,negative,Starbucks
The internet is so slow and disconnected frequently. Please fix it and I'll amend my rating,negative,Starbucks
BIG NO,negative,Starbucks
Bukan penggemar kopi mahal,negative,Starbucks
Jelek,negative,Starbucks
Pelayanannya kirang,negative,Starbucks
Bukan penggemar kopi mahal,negative,Starbucks
Tidak lagi_ saya ke ST Paskal. ST paling buruk di bdg Mana judes sekali si kakak nya ____,negative,Starbucks
Kurang baik dalam melayani pesanan online..buat driver kecewa..lebih d perbaiki kualitas pegawai nya,negative,Starbucks
Pelayanan kurang ramah,negative,Starbucks
The place is very cozy and confortable. They give a good service!,positive,Starbucks
Wow kadi kepengen kembali lagi,positive,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
Nice Place. Good place for you to hangout.. Free Wi-Fi . Perfect Place to do your Work here,positive,Starbucks
Orang nya males sekali. tidak mau ngurus surat izin barang stlh jam 10.00 padahl kan saya masih banyak kiroman. dan harus parkir lbh dari 10 jam. kan mahal.,negative,Starbucks
Tempatnya cukup nyaman,positive,Starbucks
The waiter used paper cup to my coffee instead of class to avoid washing inspiate I requsted class cup,negative,Starbucks
Seperti strabucks pada umumnya,positive,Starbucks
The brown sugar has more taste than the coffee. Waited 5 mins to log into slow wifi.,negative,Starbucks
Jelek,negative,Starbucks
Kasir yang cowok jutek. tidak welcome.,negative,Starbucks
Tanpa konfirmasi orderan dibatalkan sepihak sama restoranya,negative,Starbucks
Barista membiarkan orang lain membuka gelas pesanan orang . Mohon pihak management kembali mentraining barista kembali supaya hospitality starbuck terjaga. Terima kasih . Nama barista adittia.,negative,Starbucks
Jam 9 uda closingan pdhl hrusnya jam 10 malem,negative,Starbucks
Selalu rame dan selalu berebut tempat. krn emang lokasi nya enak buat kerja dan meet up,positive,Starbucks
Kok gini yah pelayanan star buck. Saya minta Refill air panas untuk teh yang saya sudah beli. Pelayan nya bilang enggak boleh Saya mau beli lagi teh tetapi jangan di seduh TIDAK BOLEH KATANYA,negative,Starbucks
Nice co working space at paskal 23,positive,Starbucks
Bad experience staff Hasbi,negative,Starbucks
Pelayanan super LELET....,negative,Starbucks
Jelek,negative,Starbucks
No electric plug smooking area hmmmmm,positive,Starbucks
The coffee was like milk. Cummon Starbucks!!! You can do better!!!,negative,Starbucks
Tidak ingin 2 kali ke starbucks sini.. Kapok pokoknya apalagi sama pelayanan nya...,negative,Starbucks
Tempat nongkrong atau ngobrol bisnis yang sangat baik,positive,Starbucks
Cimahi gayaaaaaaaaaaaaa,positive,Starbucks
Very small non smoking area,negative,Starbucks
Bersih,positive,Starbucks
The coffee was like milk. Cummon Starbucks!!! You can do better!!!,negative,Starbucks
Haram fatwa MUI,negative,Starbucks
Good place to hangoit,positive,Starbucks
Just visit for coffee and talking much with my friends,positive,Starbucks
Baristanya sotoy,negative,Starbucks
Toiletnya rusak..bau tak sedap di lobby belakang,negative,Starbucks
Yang bikin nya yang LG trening parah sekali,negative,Starbucks
Bos kalau tidak niat jualan lewat online tutup saja aplikasinya jangn kerjasama lagi sama online .saya sebgai driver sangat menyayangkan sikap pelayanan pekerja starbuck yang mendahulukan yang ofline di banding yang online,negative,Starbucks
Buruk,negative,Starbucks
Jelek,negative,Starbucks
BIG NO,negative,Starbucks
Bikin kopi sambil beberes. Emangnya di rumah.,negative,Starbucks
Enakk ada yang bayari,positive,Starbucks
Kopinya tidak pernah enak beda dr Starbucks lain,negative,Starbucks
Orang nya males sekali. tidak mau ngurus surat izin barang stlh jam 10.00 padahl kan saya masih banyak kiroman. dan harus parkir lbh dari 10 jam. kan mahal.,negative,Starbucks
Bikin kopi sambil beberes. Emangnya di rumah.,negative,Starbucks
Suasananya nyaman. AC dingin. Tempat luas. Selalu beli javachip frappucino. hebat,positive,Starbucks
Pelayanan lama,negative,Starbucks
Starbucks pada umumnya,positive,Starbucks
Nice place to relax and drink a cup of coffee,positive,Starbucks
Nice coffee and foods... but the waitress forgot my one order and let me wait for 40 mins. Then the waitress even gave me glass with broken edges. Be more careful.,negative,Starbucks
Tempat ngopi yang baik,positive,Starbucks
Tempat nya cukup nyaman sehingga cocok untuk bersantai ataupun melakukan meeting disini dan masih berada 1 kawasan dengan mall pascal 23..,positive,Starbucks
Enak ini tempatnya buat nongkrong sambil ngopi,positive,Starbucks
Kasirnya kurang ramah.. ditanyain promo jawabnya ketus.. kurang di training ini..,negative,Starbucks
Rilex,positive,Starbucks
Kurang baik dalam melayani pesanan online..buat driver kecewa..lebih d perbaiki kualitas pegawai nya,negative,Starbucks
Terrible customer experience.,negative,Starbucks
Yang order belakangan di dahulukan. Lawak!!!,positive,Starbucks
Cafe mocha please__,positive,Starbucks
Tempanya santai dan nyaman ____,positive,Starbucks
Kalau tidak ada jangan di di tampilim di aplikasi,negative,Starbucks
Nyaman,positive,Starbucks
Saya driver saya dapet orderan di starbuck saya sudah jauh jauh di cancel sama resto nya tidak tau alasan nya apa mana hujan saran kalau mau cancel minimal langsung atau hubungi driver dulu terus kalau belum siap melayani orderan gofood tolong di ttup aplikasi nya soalnya merugikan driver jauh jauh le resto pas sudah mau sampai di cancel resto terimakasih jika ada tanggapan saya naikan bintangnya,negative,Starbucks
Pelayanan lama,negative,Starbucks
Sistem pendingin udara / ac sepertinya sering bermasalah. baristanya kurang senyum.,positive,Starbucks
Ya seperti starbuck yang lainnya,positive,Starbucks
No comment,positive,Starbucks
Baristanya buruk pelayanan buruk apalagi barista cowo atas nama amar kalau gasalah jutek tidak ramah di kasir hadehhhh cut deh__,negative,Starbucks
Tempat nongkrong Starbucks terbaik di bandung #imho,positive,Starbucks
Orderan di lewat terus,negative,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
Haram fatwa MUI,negative,Starbucks
Enak buat nongkrong,positive,Starbucks
Order drink with soy milk and was given drink with normal milk... I have strong allergy for normal milk and that is dangerous for me. Bad uncareful service!,negative,Starbucks
Well,positive,Starbucks
Frappuccino Java Latte ..... Tetep yang Favorite. yang ilang Juice Mango & Juice Apple nya __,positive,Starbucks
Tempat ngopi santai sambil nunggu yang nge mall,positive,Starbucks
Regas,negative,Starbucks
Tempat yang nyaman untuk kerja dan meeting di cimahi,positive,Starbucks
Tempat paling PW kalau ke daerah paskal internet kenceng juga. Pas lah pokoknya sudah terbukti hebat __,positive,Starbucks
Starbucks cabang yang @PVJbandung kenapa tisue harus minta di counter ke petugas nya. Dan kenapa karyawan shift sore saat hari ini tidak bisa bahasa inggis sedikit pun. Mohon maaf yaa harus bilang seperti ini.,negative,Starbucks
Hebat,positive,Starbucks
SEKELAS SBUCKS MINIM COLOKAN?! ARE U SERIOUS!? ____,negative,Starbucks
Enak,positive,Starbucks
Baik,positive,Starbucks
Staffnya sengaja nolak pembayaran lewat card karena saya mau claim free food/beverage,negative,Starbucks
Pelayanan lama,negative,Starbucks
Bad experience staff Hasbi,negative,Starbucks
Berlama-lama disini tidak akan bikin gabut apalagi nikmati kopinya yang enak. Hanya kalau sedang ramai ya ramai sekali.,positive,Starbucks
Nice coffee and foods... but the waitress forgot my one order and let me wait for 40 mins. Then the waitress even gave me glass with broken edges. Be more careful.,negative,Starbucks
Bagus,positive,Starbucks
Lama,negative,Starbucks
Manfaatin promo dari saalah satu provider akhirnya milih gerai yang disini. Sangat sayang sekali di area outdoor bawah tidak ada colokan listrik sedangkan di lantai dua ada colokan tetapi wifi tak stabil :( batal buat wfc ini,positive,Starbucks
Non smoking nya tidak menyenangkan. tidak nyaman,positive,Starbucks
Jelek,negative,Starbucks
Ngarugikeun batur,negative,Starbucks
Rude barista.,negative,Starbucks
Semua starbucks tempatnya enak dan baik buat nongkrong. hebat,positive,Starbucks
Good place to hang out...,positive,Starbucks
Tempat ngopi yang tidak perlu diragukan lagi,positive,Starbucks
Pelayanan lama,negative,Starbucks
Saya pesan delivery combo bottle..untuk signature chocolate nya rasanya sudah asam..biasanya tidak bgtu rasanya..apakah sudah basi??? saya pesan hri ini 03/09 ed tertera di btol pun 03/09,negative,Starbucks
Cozyyy,positive,Starbucks
Buatnya lama,negative,Starbucks
One of the barista is kinda rude :/,positive,Starbucks
Terrible customer experience.,negative,Starbucks
Bukan penggemar kopi mahal,negative,Starbucks
Tempat ngopi di mall 23,positive,Starbucks
Bos kalau tidak niat jualan lewat online tutup saja aplikasinya jangn kerjasama lagi sama online .saya sebgai driver sangat menyayangkan sikap pelayanan pekerja starbuck yang mendahulukan yang ofline di banding yang online,negative,Starbucks
Baik la,positive,Starbucks
Tempatnya di area downwalk.. melewati para perokok.. untuk tempatnya lumayan nyaman.. area indoor nya banyak.. AC nya cukup dingin.. Baristanya baik2 sama ramah as always..,positive,Starbucks
Smgat burk,negative,Starbucks
The idea of __using a paper straw at Starbucks is a stupid idea,negative,Starbucks
Toiletnya rusak..bau tak sedap di lobby belakang,negative,Starbucks
Bisa reedem cheesecake saat ultah,positive,Starbucks
Matcha emang paling the best __________,positive,Starbucks
Yessirrr,positive,Starbucks
Orderan di lewat terus,negative,Starbucks
Jelek,negative,Starbucks
Perfect for WFC on weekdays morning. Sepi dan tenang. Di pusat kota. Cocok untuk yang ingin menikmati suasana asia afrika / braga. Tourist mode sekali kalau kesini.,positive,Starbucks
Barista cowo nya tidak ramah,positive,Starbucks
Cozzy place dan menyenangkan ngeliatin tongkrongan anak2 Cimahi. Btw Cimahi bukan Bandung ya __,positive,Starbucks
Tempatnya sudah pasti sekali seru dan menyenangkan... Klw soal budget starbuck dh pasti harga universal lh y,positive,Starbucks
Cepat n gesit. Good luck,positive,Starbucks
Jelek,negative,Starbucks
Baik sekali,positive,Starbucks
Pelayanan lama,negative,Starbucks
Baik,positive,Starbucks
Nice atmosphere for enjoying a cup of coffee,positive,Starbucks
Good place... But yet not too busy. Pastries / baked product choices is a bit limited...,positive,Starbucks
Starbuck paling aneh bertahun2 saya datang tidak ada musiknya. Jadi berisik kalau ada yang ngobrol apalagi yang baea bocil,negative,Starbucks
Favorit aku sama pacar aku kalau ketmuan,positive,Starbucks
Lumayan enak tempatnya,positive,Starbucks
Comfy place... Good vibes ____,positive,Starbucks
Tidak melayani pembeli dengan ramah,negative,Starbucks
Buruk,negative,Starbucks
2x ke sini parah sekali servicenya. Ketus-ketus. Cepet berbenah kalian,negative,Starbucks
Kasir yang cowok jutek. tidak welcome.,negative,Starbucks
Beli cappucino rasa nya kaya kopi sachet,negative,Starbucks
The waiter used paper cup to my coffee instead of class to avoid washing inspiate I requsted class cup,negative,Starbucks
Orderan di lewat terus,negative,Starbucks
Pelayanannya super lelet ...,negative,Starbucks
Cozy place,positive,Starbucks
Saya pesan latte ukuran grande... Setau saya grande harusnya 2 short .. Ini kopi yang saya pesan weak bangeut kopinya.. Serasa air .. I think barista nya cuma kasih 1 short kopi. . Taste kurang enak.. Abit dissapointed.. Biasa tidak gini rasanya.. Boro2 saya pilih starbuck instead jco coffee.. Kecewa sekalieee,negative,Starbucks
Kopinya tidak pernah enak beda dr Starbucks lain,negative,Starbucks
Kopinya tidak pernah enak beda dr Starbucks lain,negative,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
The staff is so kind,positive,Starbucks
BIG NO,negative,Starbucks
Jelek,negative,Starbucks
Starbucks Living Plaza. They had outdoor seating. Unfortunately the last visit their wifi is broke.,positive,Starbucks
The service was bad. The waitress asked for aditional cost for oatmilk for the menu Ice Brown Sugar Oat Milk Shaken Espresso.,negative,Starbucks
Kalau tidak ada jangan di di tampilim di aplikasi,negative,Starbucks
Kolam ikan rumah mode,positive,Starbucks
Lama nunggu nya bikin ya hampir setengah jam,positive,Starbucks
Rude barista.,negative,Starbucks
Rude barista.,negative,Starbucks
Setidaknya ada orang yang kusus untuk pesanan yang online gojek grab sudah hampir 1jam belum juga di proses 20 orang ngantri Krn konsumen yang di layani DTG ke tempat di utamakan dlu sdgkn yang online ngantri GK ad ke pastian pdhl bkn makanan in hanya kopi' St botol kemasan Starbucks konsumen yang online ngeluhnya ke drever bkn pada resto nya kita kerja bkn mau nunggu lama antrian panjang dan se harus Nya ad perbaikan di penjualan online St kasir kurang gesit byk nunggu 2 perkerja sedikit 3 masih bingung tingkat kerja nya proses lama mohon di benah LG tuk menejemennya sebagai komando time,negative,Starbucks
Tim Starbucks TSM sangat gesit & memenuhi kebutuhan konsumen dengan sigap. Pelayanan prima. Thank you Pak Agus & tim,positive,Starbucks
O k sekali,positive,Starbucks
Goodnes,positive,Starbucks
Tempatnya kurang nyaman,positive,Starbucks
Selalu penuh dan nyaman,positive,Starbucks
Jakarta store is better than these one,positive,Starbucks
Pelayan rama2,positive,Starbucks
Nice outlet,positive,Starbucks
Try to be friendly and adorable. Need more hospitality. This is Starbucks!,negative,Starbucks
Best place to chill,positive,Starbucks
Very small non smoking area,negative,Starbucks
Tempatnya enak buat wfc & area outdoornya juga cukup nyaman laa. Kopinya ya jelas baik laa & pilihan makanan pun cukup variatif.,positive,Starbucks
Baristanya buruk pelayanan buruk apalagi barista cowo atas nama amar kalau gasalah jutek tidak ramah di kasir hadehhhh cut deh__,negative,Starbucks
Kurang lebih sama kayak starbucks lainnya. Smooking areanya baik.,positive,Starbucks
Mahal,negative,Starbucks
Mall modern dan banyak tenant yang menarik. Konsep nya artistik.,positive,Starbucks
Untuk yang di dalam pelayanannya sangat baik tetapi untuk tukang parkirnya pelayanannya sangat buruk. Membantu keluar motor tetapi sangat tidak ikhlas. Bahkan sampai ngatain saya orang tak berakal hanya karna saya lewat jalur yang kecil (motor bisa lewat). Mohon untuk pegawainya lebih dididik lagi untuk kenyamanan bersama juga.,negative,Starbucks
BIG NO,negative,Starbucks
Luas...nyaman dan ramah,positive,Starbucks
Well Good,positive,Starbucks
Tempatnya bgs cuma penuh terus he he,positive,Starbucks
Kakak mbanya jutek serius,positive,Starbucks
Hebat sekali,positive,Starbucks
Nice place for hangout,positive,Starbucks
Toilet sama musholla nya kotor sekali...menu nya standard starbucks,positive,Starbucks
Nyaman untuk bersantai...aman,positive,Starbucks
Kasir yang cowok jutek. tidak welcome.,negative,Starbucks
Baik,positive,Starbucks
Hari jumat 20 des say order take away tpi barangnya ada yang kurang .mohon ketelitiannya,negative,Starbucks
Standar Starbucks you know lah...,positive,Starbucks
Always,positive,Starbucks
Baik,positive,Starbucks
Beli 2 botol saja harus nunggu 1jam... Parah bangeeeeettt pelayanan nya,negative,Starbucks
Good,positive,Starbucks
Cute little nook at the mall. Usually busy but we managed to get the outdoor seats during rainy season.,positive,Starbucks
